JGI_Abbreviation,Species,Order,Class,Clade,Phylum,Pathogenic,Lifestyle,S,N,B,OB,HB,MP,P,O,ECM,ENM,E,EP,L,LF,EL,C,PY,BY,T,A,AL,HY,BR,WR,Plant,Fungus,Vertebrate,Invertebrate,Gymnosperms,Angiosperms,Main Stem,Leaves,Roots
Aciri1_iso,Acidomyces richmondensis BFW,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S  A  T ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Altal1,Alternaria alternata SRC1lrK2f v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  E  N  O ,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,YES,YES,YES
Altbr1,Alternaria brassicicola,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  N ,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,YES,YES,NO
Amnli1,Amniculicola lignicola CBS 123094 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Ampqui1,Ampelomyces quisqualis HMLAC05119 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  MP ,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
Aulhe2,Aulographum hederae v2.0,Asterinales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Aurpu_var_mel1,Aureobasidium pullulans var. melanogenum CBS 110374,Dothideales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  E  EP  O ,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
Aurpu_var_pul1,Aureobasidium pullulans var. pullulans EXF-150,Dothideales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S  E  EP ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Aurpu_var_sub1,Aureobasidium pullulans var. subglaciale EXF-2481,Dothideales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Bauco1,Baudoinia compniacensis UAMH 10762 (4089826) v1.0,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Botdo1_1,Botryosphaeria dothidea,Botryosphaeriales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  E  N  O ,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO
Cenge3,Cenococcum geophilum 1.58 v2.0,Mytilinidiales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, ECM ,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Cerzm1,Cercospora zeae-maydis v1.0,Mycosphaerellales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, HB ,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO
Clafu1,Cladosporium fulvum v1.0,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  B ,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO
Cloaq1,Clohesyomyces aquaticus v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Cocca1,Cochliobolus carbonum 26-R-13 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  N ,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,YES
CocheC4_1,Cochliobolus heterostrophus C4 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, N ,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO
CocheC5_3,Cochliobolus heterostrophus C5 v2.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, N ,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO
Coclu2,Cochliobolus lunatus m118 v2.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, N  O ,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,NO,YES,NO
Cocmi1,Cochliobolus miyabeanus ATCC 44560 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, N ,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO
Cocsa1,Cochliobolus sativus ND90Pr v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, HB ,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,YES
Cocvi1,Cochliobolus victoriae FI3 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, N ,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO
Conap1,Coniosporium apollinis CBS 100218,Incertae sedis,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S  BY ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Corca1,Corynespora cassiicola CCP v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, N  S  E ,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,YES,YES,YES
Cucbe1,Cucurbitaria berberidis CBS 394.84 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Decga1,Decorospora gaudefroyi v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Delco1,Delitschia confertaspora ATCC 74209 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S  C ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Didma1,Didymella zeae-maydis 3018,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  N ,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO
Dipse1,Diplodia seriata DS831,Botryosphaeriales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  N ,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO
Disac1,Dissoconium aciculare v1.0,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, MP  N  EP ,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
Dotse1,Dothistroma septosporum NZE10 v1.0,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  HB ,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO
Elsamp1,Elsinoe ampelina CECT 20119 v1.0,Myriangiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, N ,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO
Erebi1,Eremomyces bilateralis CBS 781.70 v1.0,Incertae sedis,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S  C  ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Glost2,Glonium stellatum CBS 207.34 v1.0,Mytilinidiales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Hyspu1_1,Hysterium pulicare,Hysteriales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Karrh1,Karstenula rhodostoma CBS 690.94 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Lenfl1,Lentithecium fluviatile v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Leppa1,Lepidopterella palustris v1.0,Incertae sedis,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Lepmu1,Leptosphaeria maculans,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  E  HB ,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO
Linin1,Lindgomyces ingoldianus ATCC 200398 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Linrh1,Lineolata rhizophorae ATCC 16933 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Lopnu1,Lophiotrema nucula CBS 627.86 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Macph1,Macrophomina phaseolina MS6,Botryosphaeriales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  N ,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,YES,YES,YES,YES
Maseb1,Massarina eburnea CBS 473.64 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Masph1,Massariosphaeria phaeospora CBS 611.86 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Mycgr3,Mycosphaerella graminicola v2.0,Mycosphaerellales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, HB ,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO
Myrdu1,Myriangium duriaei CBS 260.36 v1.0,Myriangiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  P ,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
Neopa1,Neofusicoccum parvum UCRNP2,Botryosphaeriales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, N ,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO
Ophdi1,Ophiobolus disseminans CBS 113818 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Parsp1,Paraconiothyrium sporulosum AP3s5-JAC2a v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S  E ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Patat1,Patellaria atrata v1.0,Patellariales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Perma1,Periconia macrospinosa DSE2036 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, E ,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Photr1,Phoma tracheiphila IPT5 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, N ,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,YES
Phycap1,Phyllosticta capitalensis CBS 128856 v1.0,Botryosphaeriales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, E  O ,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,NO
Phycit1,Phyllosticta citriasiana v1.0,Botryosphaeriales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, N ,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO
Phcit1,Phyllosticta citribraziliensis CBS 100098 v1.0,Botryosphaeriales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, E ,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Phcitr1,Phyllosticta citrichinaensis CBS 130529 v1.0,Botryosphaeriales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, N ,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO
Pieho1_1,Piedraia hortae v1.1,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  O ,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
Polci1,Polychaeton citri v1.0,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Mycfi2,Pseudocercospora (Mycosphaerella) fijiensis v2.0,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, HB ,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO
Psehy1,Pseudovirgaria hyperparasitica CBS 121739 v1.0,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, MP ,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
Pyrly1,Pyrenochaeta lycopersici MPI-SDFR-AT-0127 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, HB ,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES
Pyrtt1,Pyrenophora teres f. teres,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, N ,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO
Pyrtr1,Pyrenophora tritici-repentis,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, N ,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO
Rhyru1_1,Rhytidhysteron rufulum,Hysteriales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  E  O  ,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,YES,NO,NO
Sacpr1,Saccharata proteae CBS 121410 v1.0,Botryosphaeriales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  E  O ,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO
Sepmu1,Septoria musiva SO2202 v1.0,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, HB ,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO
Seppo1,Septoria populicola v1.0,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, HB ,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO
Setho1,Setomelanomma holmii CBS 110217 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, E  HB ,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO
Settu3,Setosphaeria turcica Et28A v2.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, HB ,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO
Spofi1,Sporormia fimetaria v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S  C ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Stano2,Stagonospora nodorum SN15 v2.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, N ,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO
Ternu1,Teratosphaeria nubilosa CBS 116005 v1.0,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, N ,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO
Totfu1,Tothia fuscella CBS 130266 v1.0,Microthyriales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Trepe1,Trematosphaeria pertusa CBS 122368 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Tribi1,Trichodelitschia bisporula CBS 262.69 v1.0,Phaeotrichales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S  C ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Tryvi1,Trypethelium eluteriae v1.0,Trypetheliales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, LF ,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Venin1,Venturia inaequalis,Venturiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  HB ,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO
Venpi1,Venturia pirina,Venturiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  HB ,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO
Verga1,Verruconis gallopava,Venturiales,Dothideomycetes,Pezizomycotina,Ascomycota,YES, S  BY  O ,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
Veren1,Verruculina enalia CBS 304.66 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Wesor1,Westerdykella ornata CBS 379.55 v1.0,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Zasce1,Zasmidium cellare ATCC 36951 v1.0,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,NO, S ,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
